Tool,ID,Title,Description,IaC,Category,Provider,Severity,Query Document,Related Document
Checkov,CKV_ALI_22,Ensure Transparent Data Encryption is Enabled on instance,NaN,Terraform,NaN,Alibaba Cloud,NaN,[RDSTransparentDataEncryptionEnabled.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/alicloud/RDSTransparentDataEncryptionEnabled.py),NaN
Checkov,CKV_ALI_23,Ensure Ram Account Password Policy Max Login Attempts not > 5,NaN,Terraform,NaN,Alibaba Cloud,NaN,[RAMPasswordPolicyMaxLogin.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/alicloud/RAMPasswordPolicyMaxLogin.py),NaN
Checkov,CKV_ALI_24,Ensure RAM enforces MFA,NaN,Terraform,NaN,Alibaba Cloud,NaN,[RAMSecurityEnforceMFA.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/alicloud/RAMSecurityEnforceMFA.py),NaN
Checkov,CKV_ALI_25,Ensure RDS Instance SQL Collector Retention Period should be greater than 180,NaN,Terraform,NaN,Alibaba Cloud,NaN,[RDSRetention.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/alicloud/RDSRetention.py),NaN
Checkov,CKV_ALI_26,Ensure Kubernetes installs plugin Terway or Flannel to support standard policies,NaN,Terraform,NaN,Alibaba Cloud,NaN,[K8sEnableNetworkPolicies.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/alicloud/K8sEnableNetworkPolicies.py),NaN
Checkov,CKV_ALI_27,Ensure KMS Key Rotation is enabled,NaN,Terraform,NaN,Alibaba Cloud,NaN,[KMSKeyRotationIsEnabled.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/alicloud/KMSKeyRotationIsEnabled.py),NaN
Checkov,CKV_ALI_28,Ensure KMS Keys are enabled,NaN,Terraform,NaN,Alibaba Cloud,NaN,[KMSKeyIsEnabled.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/alicloud/KMSKeyIsEnabled.py),NaN
Checkov,CKV_ALI_29,Alibaba ALB ACL does not restrict Access,NaN,Terraform,NaN,Alibaba Cloud,NaN,[ALBACLIsUnrestricted.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/alicloud/ALBACLIsUnrestricted.py),NaN
Checkov,CKV_ALI_30,Ensure RDS instance auto upgrades for minor versions,NaN,Terraform,NaN,Alibaba Cloud,NaN,[RDSInstanceAutoUpgrade.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/alicloud/RDSInstanceAutoUpgrade.py),NaN
Checkov,CKV_ALI_31,Ensure K8s nodepools are set to auto repair,NaN,Terraform,NaN,Alibaba Cloud,NaN,[K8sNodePoolAutoRepair.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/alicloud/K8sNodePoolAutoRepair.py),NaN
Checkov,CKV_ALI_32,Ensure launch template data disks are encrypted,NaN,Terraform,NaN,Alibaba Cloud,NaN,[LaunchTemplateDisksAreEncrypted.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/alicloud/LaunchTemplateDisksAreEncrypted.py),NaN
Checkov,CKV_ALI_33,Alibaba Cloud Cypher Policy are secure,NaN,Terraform,NaN,Alibaba Cloud,NaN,[TLSPoliciesAreSecure.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/alicloud/TLSPoliciesAreSecure.py),NaN
Checkov,CKV_ALI_35,Ensure RDS instance has log_duration enabled,NaN,Terraform,NaN,Alibaba Cloud,NaN,[RDSInstanceLogsEnabled.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/alicloud/RDSInstanceLogsEnabled.py),NaN
Checkov,CKV_ALI_36,Ensure RDS instance has log_disconnections enabled,NaN,Terraform,NaN,Alibaba Cloud,NaN,[RDSInstanceLogDisconnections.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/alicloud/RDSInstanceLogDisconnections.py),NaN
Checkov,CKV_ALI_37,Ensure RDS instance has log_connections enabled,NaN,Terraform,NaN,Alibaba Cloud,NaN,[RDSInstanceLogConnections.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/alicloud/RDSInstanceLogConnections.py),NaN
Checkov,CKV_ALI_38,Ensure log audit is enabled for RDS,NaN,Terraform,NaN,Alibaba Cloud,NaN,[LogAuditRDSEnabled.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/alicloud/LogAuditRDSEnabled.py),NaN
Checkov,CKV_ALI_41,Ensure MongoDB is deployed inside a VPC,NaN,Terraform,NaN,Alibaba Cloud,NaN,[MongoDBInsideVPC.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/alicloud/MongoDBInsideVPC.py),NaN
Checkov,CKV_ALI_42,Ensure Mongodb instance uses SSL,NaN,Terraform,NaN,Alibaba Cloud,NaN,[MongoDBInstanceSSL.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/alicloud/MongoDBInstanceSSL.py),NaN
Checkov,CKV_ALI_43,Ensure MongoDB instance is not public,NaN,Terraform,NaN,Alibaba Cloud,NaN,[MongoDBIsPublic.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/alicloud/MongoDBIsPublic.py),NaN
Checkov,CKV_ALI_44,Ensure MongoDB has Transparent Data Encryption Enabled,NaN,Terraform,NaN,Alibaba Cloud,NaN,[MongoDBTransparentDataEncryptionEnabled.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/alicloud/MongoDBTransparentDataEncryptionEnabled.py),NaN
Checkov,CKV_ANSIBLE_1,Ensure that certificate validation isn't disabled with uri,NaN,Ansible,NaN,Ansible,NaN,[UriValidateCerts.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/UriValidateCerts.py),NaN
Checkov,CKV_ANSIBLE_1,Ensure that certificate validation isn't disabled with uri,NaN,Ansible,NaN,Ansible,NaN,[UriValidateCerts.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/UriValidateCerts.py),NaN
Checkov,CKV_ANSIBLE_1,Ensure that certificate validation isn't disabled with uri,NaN,Ansible,NaN,Ansible,NaN,[UriValidateCerts.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/UriValidateCerts.py),NaN
Checkov,CKV_ANSIBLE_1,Ensure that certificate validation isn't disabled with uri,NaN,Ansible,NaN,Ansible,NaN,[UriValidateCerts.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/UriValidateCerts.py),NaN
Checkov,CKV_ANSIBLE_1,Ensure that certificate validation isn't disabled with uri,NaN,Ansible,NaN,Ansible,NaN,[UriValidateCerts.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/UriValidateCerts.py),NaN
Checkov,CKV_ANSIBLE_1,Ensure that certificate validation isn't disabled with uri,NaN,Ansible,NaN,Ansible,NaN,[UriValidateCerts.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/UriValidateCerts.py),NaN
Checkov,CKV_ANSIBLE_1,Ensure that certificate validation isn't disabled with uri,NaN,Ansible,NaN,Ansible,NaN,[UriValidateCerts.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/UriValidateCerts.py),NaN
Checkov,CKV_ANSIBLE_1,Ensure that certificate validation isn't disabled with uri,NaN,Ansible,NaN,Ansible,NaN,[UriValidateCerts.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/UriValidateCerts.py),NaN
Checkov,CKV_ANSIBLE_1,Ensure that certificate validation isn't disabled with uri,NaN,Ansible,NaN,Ansible,NaN,[UriValidateCerts.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/UriValidateCerts.py),NaN
Checkov,CKV_ANSIBLE_1,Ensure that certificate validation isn't disabled with uri,NaN,Ansible,NaN,Ansible,NaN,[UriValidateCerts.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/UriValidateCerts.py),NaN
Checkov,CKV_ANSIBLE_1,Ensure that certificate validation isn't disabled with uri,NaN,Ansible,NaN,Ansible,NaN,[UriValidateCerts.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/UriValidateCerts.py),NaN
Checkov,CKV_ANSIBLE_1,Ensure that certificate validation isn't disabled with uri,NaN,Ansible,NaN,Ansible,NaN,[UriValidateCerts.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/UriValidateCerts.py),NaN
Checkov,CKV_ANSIBLE_1,Ensure that certificate validation isn't disabled with uri,NaN,Ansible,NaN,Ansible,NaN,[UriValidateCerts.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/UriValidateCerts.py),NaN
Checkov,CKV_ANSIBLE_1,Ensure that certificate validation isn't disabled with uri,NaN,Ansible,NaN,Ansible,NaN,[UriValidateCerts.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/UriValidateCerts.py),NaN
Checkov,CKV_ANSIBLE_1,Ensure that certificate validation isn't disabled with uri,NaN,Ansible,NaN,Ansible,NaN,[UriValidateCerts.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/UriValidateCerts.py),NaN
Checkov,CKV_ANSIBLE_1,Ensure that certificate validation isn't disabled with uri,NaN,Ansible,NaN,Ansible,NaN,[UriValidateCerts.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/UriValidateCerts.py),NaN
Checkov,CKV_ANSIBLE_2,Ensure that certificate validation isn't disabled with get_url,NaN,Ansible,NaN,Ansible,NaN,[GetUrlValidateCerts.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/GetUrlValidateCerts.py),NaN
Checkov,CKV_ANSIBLE_2,Ensure that certificate validation isn't disabled with get_url,NaN,Ansible,NaN,Ansible,NaN,[GetUrlValidateCerts.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/GetUrlValidateCerts.py),NaN
Checkov,CKV_ANSIBLE_2,Ensure that certificate validation isn't disabled with get_url,NaN,Ansible,NaN,Ansible,NaN,[GetUrlValidateCerts.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/GetUrlValidateCerts.py),NaN
Checkov,CKV_ANSIBLE_2,Ensure that certificate validation isn't disabled with get_url,NaN,Ansible,NaN,Ansible,NaN,[GetUrlValidateCerts.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/GetUrlValidateCerts.py),NaN
Checkov,CKV_ANSIBLE_2,Ensure that certificate validation isn't disabled with get_url,NaN,Ansible,NaN,Ansible,NaN,[GetUrlValidateCerts.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/GetUrlValidateCerts.py),NaN
Checkov,CKV_ANSIBLE_2,Ensure that certificate validation isn't disabled with get_url,NaN,Ansible,NaN,Ansible,NaN,[GetUrlValidateCerts.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/GetUrlValidateCerts.py),NaN
Checkov,CKV_ANSIBLE_2,Ensure that certificate validation isn't disabled with get_url,NaN,Ansible,NaN,Ansible,NaN,[GetUrlValidateCerts.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/GetUrlValidateCerts.py),NaN
Checkov,CKV_ANSIBLE_2,Ensure that certificate validation isn't disabled with get_url,NaN,Ansible,NaN,Ansible,NaN,[GetUrlValidateCerts.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/GetUrlValidateCerts.py),NaN
Checkov,CKV_ANSIBLE_2,Ensure that certificate validation isn't disabled with get_url,NaN,Ansible,NaN,Ansible,NaN,[GetUrlValidateCerts.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/GetUrlValidateCerts.py),NaN
Checkov,CKV_ANSIBLE_2,Ensure that certificate validation isn't disabled with get_url,NaN,Ansible,NaN,Ansible,NaN,[GetUrlValidateCerts.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/GetUrlValidateCerts.py),NaN
Checkov,CKV_ANSIBLE_2,Ensure that certificate validation isn't disabled with get_url,NaN,Ansible,NaN,Ansible,NaN,[GetUrlValidateCerts.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/GetUrlValidateCerts.py),NaN
Checkov,CKV_ANSIBLE_2,Ensure that certificate validation isn't disabled with get_url,NaN,Ansible,NaN,Ansible,NaN,[GetUrlValidateCerts.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/GetUrlValidateCerts.py),NaN
Checkov,CKV_ANSIBLE_2,Ensure that certificate validation isn't disabled with get_url,NaN,Ansible,NaN,Ansible,NaN,[GetUrlValidateCerts.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/GetUrlValidateCerts.py),NaN
Checkov,CKV_ANSIBLE_2,Ensure that certificate validation isn't disabled with get_url,NaN,Ansible,NaN,Ansible,NaN,[GetUrlValidateCerts.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/GetUrlValidateCerts.py),NaN
Checkov,CKV_ANSIBLE_2,Ensure that certificate validation isn't disabled with get_url,NaN,Ansible,NaN,Ansible,NaN,[GetUrlValidateCerts.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/GetUrlValidateCerts.py),NaN
Checkov,CKV_ANSIBLE_2,Ensure that certificate validation isn't disabled with get_url,NaN,Ansible,NaN,Ansible,NaN,[GetUrlValidateCerts.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/GetUrlValidateCerts.py),NaN
Checkov,CKV_ANSIBLE_3,Ensure that certificate validation isn't disabled with yum,NaN,Ansible,NaN,Ansible,NaN,[YumValidateCerts.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/YumValidateCerts.py),NaN
Checkov,CKV_ANSIBLE_3,Ensure that certificate validation isn't disabled with yum,NaN,Ansible,NaN,Ansible,NaN,[YumValidateCerts.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/YumValidateCerts.py),NaN
Checkov,CKV_ANSIBLE_3,Ensure that certificate validation isn't disabled with yum,NaN,Ansible,NaN,Ansible,NaN,[YumValidateCerts.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/YumValidateCerts.py),NaN
Checkov,CKV_ANSIBLE_3,Ensure that certificate validation isn't disabled with yum,NaN,Ansible,NaN,Ansible,NaN,[YumValidateCerts.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/YumValidateCerts.py),NaN
Checkov,CKV_ANSIBLE_3,Ensure that certificate validation isn't disabled with yum,NaN,Ansible,NaN,Ansible,NaN,[YumValidateCerts.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/YumValidateCerts.py),NaN
Checkov,CKV_ANSIBLE_3,Ensure that certificate validation isn't disabled with yum,NaN,Ansible,NaN,Ansible,NaN,[YumValidateCerts.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/YumValidateCerts.py),NaN
Checkov,CKV_ANSIBLE_3,Ensure that certificate validation isn't disabled with yum,NaN,Ansible,NaN,Ansible,NaN,[YumValidateCerts.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/YumValidateCerts.py),NaN
Checkov,CKV_ANSIBLE_3,Ensure that certificate validation isn't disabled with yum,NaN,Ansible,NaN,Ansible,NaN,[YumValidateCerts.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/YumValidateCerts.py),NaN
Checkov,CKV_ANSIBLE_3,Ensure that certificate validation isn't disabled with yum,NaN,Ansible,NaN,Ansible,NaN,[YumValidateCerts.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/YumValidateCerts.py),NaN
Checkov,CKV_ANSIBLE_3,Ensure that certificate validation isn't disabled with yum,NaN,Ansible,NaN,Ansible,NaN,[YumValidateCerts.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/YumValidateCerts.py),NaN
Checkov,CKV_ANSIBLE_3,Ensure that certificate validation isn't disabled with yum,NaN,Ansible,NaN,Ansible,NaN,[YumValidateCerts.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/YumValidateCerts.py),NaN
Checkov,CKV_ANSIBLE_3,Ensure that certificate validation isn't disabled with yum,NaN,Ansible,NaN,Ansible,NaN,[YumValidateCerts.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/YumValidateCerts.py),NaN
Checkov,CKV_ANSIBLE_3,Ensure that certificate validation isn't disabled with yum,NaN,Ansible,NaN,Ansible,NaN,[YumValidateCerts.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/YumValidateCerts.py),NaN
Checkov,CKV_ANSIBLE_3,Ensure that certificate validation isn't disabled with yum,NaN,Ansible,NaN,Ansible,NaN,[YumValidateCerts.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/YumValidateCerts.py),NaN
Checkov,CKV_ANSIBLE_3,Ensure that certificate validation isn't disabled with yum,NaN,Ansible,NaN,Ansible,NaN,[YumValidateCerts.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/YumValidateCerts.py),NaN
Checkov,CKV_ANSIBLE_3,Ensure that certificate validation isn't disabled with yum,NaN,Ansible,NaN,Ansible,NaN,[YumValidateCerts.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/YumValidateCerts.py),NaN
Checkov,CKV_ANSIBLE_4,Ensure that SSL validation isn't disabled with yum,NaN,Ansible,NaN,Ansible,NaN,[YumSslVerify.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/YumSslVerify.py),NaN
Checkov,CKV_ANSIBLE_4,Ensure that SSL validation isn't disabled with yum,NaN,Ansible,NaN,Ansible,NaN,[YumSslVerify.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/YumSslVerify.py),NaN
Checkov,CKV_ANSIBLE_4,Ensure that SSL validation isn't disabled with yum,NaN,Ansible,NaN,Ansible,NaN,[YumSslVerify.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/YumSslVerify.py),NaN
Checkov,CKV_ANSIBLE_4,Ensure that SSL validation isn't disabled with yum,NaN,Ansible,NaN,Ansible,NaN,[YumSslVerify.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/YumSslVerify.py),NaN
Checkov,CKV_ANSIBLE_4,Ensure that SSL validation isn't disabled with yum,NaN,Ansible,NaN,Ansible,NaN,[YumSslVerify.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/YumSslVerify.py),NaN
Checkov,CKV_ANSIBLE_4,Ensure that SSL validation isn't disabled with yum,NaN,Ansible,NaN,Ansible,NaN,[YumSslVerify.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/YumSslVerify.py),NaN
Checkov,CKV_ANSIBLE_4,Ensure that SSL validation isn't disabled with yum,NaN,Ansible,NaN,Ansible,NaN,[YumSslVerify.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/YumSslVerify.py),NaN
Checkov,CKV_ANSIBLE_4,Ensure that SSL validation isn't disabled with yum,NaN,Ansible,NaN,Ansible,NaN,[YumSslVerify.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/YumSslVerify.py),NaN
Checkov,CKV_ANSIBLE_4,Ensure that SSL validation isn't disabled with yum,NaN,Ansible,NaN,Ansible,NaN,[YumSslVerify.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/YumSslVerify.py),NaN
Checkov,CKV_ANSIBLE_4,Ensure that SSL validation isn't disabled with yum,NaN,Ansible,NaN,Ansible,NaN,[YumSslVerify.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/ansible/checks/task/builtin/YumSslVerify.py),NaN
